Node1	Node2	Edge	support	conflict	snp_count	hg	path
2027	2028	13	0	0	13	K2b	229
2028	2029	14	0	0	14	PorK2b2	229
2029	2030	15	0	7	15	P1orK2b2a;P1~orK2b2a~;I2a2a1a1a2	229
2030	2031	16	0	7	16	P1~orK2b2a~;P1orK2b2a	229
2031	2032	17	0	7	17	R	229
2032	2033	18	0	2	18	R1	229
2033	2228	408	0	3	408	R1b	229
2228	2230	412	0	2	412	R1b1	229
2230	2234	420	0	0	420	R1b1a	229
2234	2235	422	0	3	422	R1b1a1	229
2235	2246	444	0	4	444	R1b1a1b;R1b1a1b1	229
2246	2247	445	0	1	445	R1b1a1b1b	229
2247	2252	455	0	0	0		229
2252	2253	456	0	0	456		229
2253	2263	476	0	0	0		229
2263	229	477	0	9	477		229
2015	2016	1	0	0	0		230
2016	2017	2	39	0	2	A1;A00;C1a2	230
2017	2018	3	6	0	3	A1b	230
2018	2019	4	0	37	4	R1a1;BT	230
2019	2020	5	0	35	5	CT;I1a2a1a1d2a1a~;E1b1b1b1a1~;L1a2;E1b1b1b2b2a1a1b~	230
2020	2021	6	0	2	6	CF	230
2021	2022	7	1	16	7	F	230
2022	2023	8	0	1	8	F;GHIJK	230
2023	2024	9	0	0	9	HIJK	230
2024	2025	10	0	0	10	IJK	230
2025	2026	11	0	3	11	K~;K	230
2026	2027	12	0	0	12	K2	230
2027	2028	13	0	0	13	K2b	230
2028	2029	14	0	0	14	PorK2b2	230
2029	2030	15	0	7	15	P1orK2b2a;P1~orK2b2a~;I2a2a1a1a2	230
2030	2031	16	0	7	16	P1~orK2b2a~;P1orK2b2a	230
2031	2032	17	0	7	17	R	230
2032	2033	18	0	2	18	R1	230
2033	2228	408	0	3	408	R1b	230
2228	2230	412	0	2	412	R1b1	230
2230	2234	420	0	0	420	R1b1a	230
2234	2235	422	0	3	422	R1b1a1	230
2235	2246	444	0	4	444	R1b1a1b;R1b1a1b1	230
2246	2247	445	0	1	445	R1b1a1b1b	230
2247	2252	455	0	0	0		230
2252	2253	456	0	0	456		230
2253	2263	476	0	0	0		230
2263	230	478	0	4	478		230
2015	2016	1	0	0	0		231
2016	2017	2	39	0	2	A1;A00;C1a2	231
2017	2018	3	6	0	3	A1b	231
2018	2019	4	0	37	4	R1a1;BT	231
2019	2020	5	0	35	5	CT;I1a2a1a1d2a1a~;E1b1b1b1a1~;L1a2;E1b1b1b2b2a1a1b~	231
2020	2021	6	0	2	6	CF	231
2021	2022	7	1	16	7	F	231
2022	2023	8	0	1	8	F;GHIJK	231
2023	2024	9	0	0	9	HIJK	231
2024	2025	10	0	0	10	IJK	231
2025	2026	11	0	3	11	K~;K	231
2026	2027	12	0	0	12	K2	231
2027	2028	13	0	0	13	K2b	231
2028	2029	14	0	0	14	PorK2b2	231
2029	2030	15	0	7	15	P1orK2b2a;P1~orK2b2a~;I2a2a1a1a2	231
2030	2031	16	0	7	16	P1~orK2b2a~;P1orK2b2a	231
2031	2032	17	0	7	17	R	231
2032	2033	18	0	2	18	R1	231
2033	2228	408	0	3	408	R1b	231
2228	2230	412	0	2	412	R1b1	231
2230	2234	420	0	0	420	R1b1a	231
2234	2235	422	0	3	422	R1b1a1	231
2235	2246	444	0	4	444	R1b1a1b;R1b1a1b1	231
2246	2247	445	0	1	445	R1b1a1b1b	231
2247	2252	455	0	0	0		231
2252	2264	479	0	0	0		231
2264	2265	480	0	1	480		231
2265	2266	481	0	3	481		231
2266	231	482	0	6	482	R1b1a1b1b1a	231
2015	2016	1	0	0	0		232
2016	2017	2	39	0	2	A1;A00;C1a2	232
2017	2018	3	6	0	3	A1b	232
2018	2019	4	0	37	4	R1a1;BT	232
2019	2020	5	0	35	5	CT;I1a2a1a1d2a1a~;E1b1b1b1a1~;L1a2;E1b1b1b2b2a1a1b~	232
2020	2021	6	0	2	6	CF	232
2021	2022	7	1	16	7	F	232
2022	2023	8	0	1	8	F;GHIJK	232
2023	2024	9	0	0	9	HIJK	232
2024	2025	10	0	0	10	IJK	232
2025	2026	11	0	3	11	K~;K	232
2026	2027	12	0	0	12	K2	232
2027	2028	13	0	0	13	K2b	232
2028	2029	14	0	0	14	PorK2b2	232
2029	2030	15	0	7	15	P1orK2b2a;P1~orK2b2a~;I2a2a1a1a2	232
2030	2031	16	0	7	16	P1~orK2b2a~;P1orK2b2a	232
2031	2032	17	0	7	17	R	232
2032	2033	18	0	2	18	R1	232
2033	2228	408	0	3	408	R1b	232
2228	2230	412	0	2	412	R1b1	232
2230	2234	420	0	0	420	R1b1a	232
2234	2235	422	0	3	422	R1b1a1	232
2235	2246	444	0	4	444	R1b1a1b;R1b1a1b1	232
2246	2247	445	0	1	445	R1b1a1b1b	232
2247	2252	455	0	0	0		232
2252	2264	479	0	0	0		232
2264	2265	480	0	1	480		232
2265	2266	481	0	3	481		232
2266	2267	483	0	1	483		232
2267	232	484	0	2	484	J1a2a1a2d2b2b2c2b2a4a~;G2a2b2b1a1a1c2~	232
2015	2016	1	0	0	0		233
2016	2017	2	39	0	2	A1;A00;C1a2	233
2017	2018	3	6	0	3	A1b	233
2018	2019	4	0	37	4	R1a1;BT	233
2019	2020	5	0	35	5	CT;I1a2a1a1d2a1a~;E1b1b1b1a1~;L1a2;E1b1b1b2b2a1a1b~	233
2020	2021	6	0	2	6	CF	233
2021	2022	7	1	16	7	F	233
2022	2023	8	0	1	8	F;GHIJK	233
2023	2024	9	0	0	9	HIJK	233
2024	2025	10	0	0	10	IJK	233
2025	2026	11	0	3	11	K~;K	233
2026	2027	12	0	0	12	K2	233
2027	2028	13	0	0	13	K2b	233
2028	2029	14	0	0	14	PorK2b2	233
2029	2030	15	0	7	15	P1orK2b2a;P1~orK2b2a~;I2a2a1a1a2	233
2030	2031	16	0	7	16	P1~orK2b2a~;P1orK2b2a	233
2031	2032	17	0	7	17	R	233
2032	2033	18	0	2	18	R1	233
2033	2228	408	0	3	408	R1b	233
2228	2230	412	0	2	412	R1b1	233
2230	2234	420	0	0	420	R1b1a	233
2234	2235	422	0	3	422	R1b1a1	233
2235	2246	444	0	4	444	R1b1a1b;R1b1a1b1	233
2246	2247	445	0	1	445	R1b1a1b1b	233
2247	2252	455	0	0	0		233
2252	2264	479	0	0	0		233
2264	2265	480	0	1	480		233
2265	2266	481	0	3	481		233
2266	2267	483	0	1	483		233
2267	233	485	0	8	485		233
2015	2016	1	0	0	0		234
2016	2017	2	39	0	2	A1;A00;C1a2	234
2017	2018	3	6	0	3	A1b	234
2018	2019	4	0	37	4	R1a1;BT	234
2019	2020	5	0	35	5	CT;I1a2a1a1d2a1a~;E1b1b1b1a1~;L1a2;E1b1b1b2b2a1a1b~	234
2020	2021	6	0	2	6	CF	234
2021	2022	7	1	16	7	F	234
2022	2023	8	0	1	8	F;GHIJK	234
2023	2024	9	0	0	9	HIJK	234
2024	2025	10	0	0	10	IJK	234
2025	2026	11	0	3	11	K~;K	234
2026	2027	12	0	0	12	K2	234
2027	2028	13	0	0	13	K2b	234
2028	2029	14	0	0	14	PorK2b2	234
2029	2030	15	0	7	15	P1orK2b2a;P1~orK2b2a~;I2a2a1a1a2	234
2030	2031	16	0	7	16	P1~orK2b2a~;P1orK2b2a	234
2031	2032	17	0	7	17	R	234
2032	2033	18	0	2	18	R1	234
2033	2228	408	0	3	408	R1b	234
2228	2230	412	0	2	412	R1b1	234
2230	2234	420	0	0	420	R1b1a	234
2234	2235	422	0	3	422	R1b1a1	234
2235	2246	444	0	4	444	R1b1a1b;R1b1a1b1	234
2246	2247	445	0	1	445	R1b1a1b1b	234
2247	2252	455	0	0	0		234
2252	2264	479	0	0	0		234
2264	2265	480	0	1	480		234
2265	2268	486	0	1	486		234
2268	234	487	0	5	487		234
2015	2016	1	0	0	0		235
2016	2017	2	39	0	2	A1;A00;C1a2	235
2017	2018	3	6	0	3	A1b	235
2018	2019	4	0	37	4	R1a1;BT	235
2019	2020	5	0	35	5	CT;I1a2a1a1d2a1a~;E1b1b1b1a1~;L1a2;E1b1b1b2b2a1a1b~	235
2020	2021	6	0	2	6	CF	235
2021	2022	7	1	16	7	F	235
2022	2023	8	0	1	8	F;GHIJK	235
2023	2024	9	0	0	9	HIJK	235
2024	2025	10	0	0	10	IJK	235
2025	2026	11	0	3	11	K~;K	235
2026	2027	12	0	0	12	K2	235
2027	2028	13	0	0	13	K2b	235
2028	2029	14	0	0	14	PorK2b2	235
2029	2030	15	0	7	15	P1orK2b2a;P1~orK2b2a~;I2a2a1a1a2	235
2030	2031	16	0	7	16	P1~orK2b2a~;P1orK2b2a	235
2031	2032	17	0	7	17	R	235
2032	2033	18	0	2	18	R1	235
2033	2228	408	0	3	408	R1b	235
2228	2230	412	0	2	412	R1b1	235
2230	2234	420	0	0	420	R1b1a	235
2234	2235	422	0	3	422	R1b1a1	235
2235	2246	444	0	4	444	R1b1a1b;R1b1a1b1	235
2246	2247	445	0	1	445	R1b1a1b1b	235
2247	2252	455	0	0	0		235
2252	2264	479	0	0	0		235
2264	2265	480	0	1	480		235
2265	2268	486	0	1	486		235
2268	235	488	0	0	488		235
2015	2016	1	0	0	0		236
2016	2017	2	39	0	2	A1;A00;C1a2	236
2017	2018	3	6	0	3	A1b	236
2018	2019	4	0	37	4	R1a1;BT	236
2019	2020	5	0	35	5	CT;I1a2a1a1d2a1a~;E1b1b1b1a1~;L1a2;E1b1b1b2b2a1a1b~	236
2020	2021	6	0	2	6	CF	236
2021	2022	7	1	16	7	F	236
2022	2023	8	0	1	8	F;GHIJK	236
2023	2024	9	0	0	9	HIJK	236
2024	2025	10	0	0	10	IJK	236
2025	2026	11	0	3	11	K~;K	236
2026	2027	12	0	0	12	K2	236
2027	2028	13	0	0	13	K2b	236
2028	2029	14	0	0	14	PorK2b2	236
2029	2030	15	0	7	15	P1orK2b2a;P1~orK2b2a~;I2a2a1a1a2	236
2030	2031	16	0	7	16	P1~orK2b2a~;P1orK2b2a	236
2031	2032	17	0	7	17	R	236
2032	2033	18	0	2	18	R1	236
2033	2228	408	0	3	408	R1b	236
2228	2230	412	0	2	412	R1b1	236
2230	2234	420	0	0	420	R1b1a	236
2234	2235	422	0	3	422	R1b1a1	236
2235	2246	444	0	4	444	R1b1a1b;R1b1a1b1	236
2246	2247	445	0	1	445	R1b1a1b1b	236
2247	2252	455	0	0	0		236
2252	2264	479	0	0	0		236
2264	2269	489	0	1	489		236
2269	236	490	0	5	490		236
2015	2016	1	0	0	0		237
2016	2017	2	39	0	2	A1;A00;C1a2	237
2017	2018	3	6	0	3	A1b	237
2018	2019	4	0	37	4	R1a1;BT	237
2019	2020	5	0	35	5	CT;I1a2a1a1d2a1a~;E1b1b1b1a1~;L1a2;E1b1b1b2b2a1a1b~	237
2020	2021	6	0	2	6	CF	237
2021	2022	7	1	16	7	F	237
2022	2023	8	0	1	8	F;GHIJK	237
